Species	Query Contig	Hit Accession	AlnLen	PercentIDMatch	QStart	QEnd	HStart	HEnd	Evalue	Hit Taxon
Mortierella_epicladia_AD058	AD058_metscf_1717/3958-5488	NR_074299	1533	92.498	1	1529	1526	1182	0.0	Burkholderia mallei
Mortierella_epicladia_AD058	AD058_metscf_1717/3958-5488	NR_029211	1486	93.069	3	1485	1480	1173	0.0	Burkholderia glumae
Mortierella_epicladia_AD058	AD058_metscf_1717/3958-5488	NR_074312	1533	92.303	1	1529	1527	1173	0.0	Burkholderia thailandensis E264
Mortierella_gamsii_AD045	AD045_metscf_1773/296-1821	NR_149240	1485	98.721	23	1507	1	1428	0.0	Burkholderiaceae bacterium B1-BF
Mortierella_gamsii_AD045	AD045_metscf_1773/296-1821	NR_074299	1529	94.441	1	1526	1	1271	0.0	Burkholderia mallei
Mortierella_gamsii_AD045	AD045_metscf_1773/296-1821	NR_042584	1526	94.233	4	1526	1	1260	0.0	Burkholderia endofungorum
Mortierella_gamsii_AD045	AD045_metscf_1773/296-1821	NR_152631	1506	94.489	21	1526	1	1257	0.0	Burkholderia sp. MSMB43
Mortierella_gamsii_AD045	AD045_metscf_1773/296-1821	NR_152629	1506	94.489	21	1526	1	1257	0.0	Burkholderia sp. MSMB43
Radiomyces_mexicana_RSA_1186	RSA_1186_metscf_29/3850-5376	NR_042021	1523	99.212	2	1524	1523	1489	0.0	Achromobacter denitrificans
Radiomyces_mexicana_RSA_1186	RSA_1186_metscf_29/3850-5376	NR_044925	1496	99.666	8	1503	1495	1481	0.0	Achromobacter xylosoxidans
Radiomyces_mexicana_RSA_1186	RSA_1186_metscf_29/3850-5376	NR_117615	1508	99.403	4	1511	1507	1480	0.0	Achromobacter animicus
Radiomyces_mexicana_RSA_1186	RSA_1186_metscf_29/3850-5376	NR_117706	1483	99.865	22	1504	1483	1477	0.0	Achromobacter insuavis
Radiomyces_mexicana_RSA_1186	RSA_1186_metscf_29/3850-5376	NR_117613	1507	99.336	5	1511	1507	1477	0.0	Achromobacter mucicolens
Rhizopus_microsporus_NRRL_5553	NRRL_5553_metscf_651/292-1820	NR_042584	1525	99.738	5	1529	1	1513	0.0	Burkholderia endofungorum
Rhizopus_microsporus_NRRL_5553	NRRL_5553_metscf_651/292-1820	NR_102769	1526	99.148	4	1528	1	1485	0.0	Burkholderia rhizoxinica HKI 454
Rhizopus_microsporus_NRRL_5553	NRRL_5553_metscf_651/292-1820	NR_042393	1527	99.018	5	1528	1	1479	0.0	Burkholderia rhizoxinica HKI 454
Rhizopus_microsporus_NRRL_5553	NRRL_5553_metscf_651/292-1820	NR_074312	1529	97.384	2	1529	1	1407	0.0	Burkholderia thailandensis E264
Rhizopus_microsporus_NRRL_5553	NRRL_5553_metscf_651/292-1820	NR_116051	1508	97.414	22	1529	1	1390	0.0	Burkholderia thailandensis E264
Circinella_angarensis_RSA_618-	RSA_618-_metscf_1063/19-1556	NR_036886	1531	99.804	4	1534	1532	1522	0.0	Serratia marcescens
Circinella_angarensis_RSA_618-	RSA_618-_metscf_1063/19-1556	NR_044385	1499	99.867	36	1534	1500	1493	0.0	Serratia nematodiphila DZ0503SBS1
Circinella_angarensis_RSA_618-	RSA_618-_metscf_1063/19-1556	NR_041980	1505	99.668	16	1520	1505	1490	0.0	Serratia marcescens subsp. marcescens ATCC 13880
Circinella_angarensis_RSA_618-	RSA_618-_metscf_1063/19-1556	NR_169468	1495	99.666	21	1515	1495	1480	0.0	N/A
Circinella_angarensis_RSA_618-	RSA_618-_metscf_1063/19-1556	NR_114043	1467	99.796	48	1514	1467	1458	0.0	Serratia marcescens
Rhizopus_microsporus_NRRL_5551	NRRL_5551_metscf_695/292-1820	NR_042584	1525	99.475	5	1529	1	1501	0.0	Burkholderia endofungorum
Rhizopus_microsporus_NRRL_5551	NRRL_5551_metscf_695/292-1820	NR_102769	1526	99.214	4	1528	1	1488	0.0	Burkholderia rhizoxinica HKI 454
Rhizopus_microsporus_NRRL_5551	NRRL_5551_metscf_695/292-1820	NR_042393	1527	98.952	5	1528	1	1476	0.0	Burkholderia rhizoxinica HKI 454
Rhizopus_microsporus_NRRL_5551	NRRL_5551_metscf_695/292-1820	NR_074312	1529	97.384	2	1529	1	1407	0.0	Burkholderia thailandensis E264
Rhizopus_microsporus_NRRL_5551	NRRL_5551_metscf_695/292-1820	NR_116051	1508	97.414	22	1529	1	1390	0.0	Burkholderia thailandensis E264
Coemansia_javaensis_NBRC_105414	NBRC_105414_metscf_312/3270-4782	NR_074427	1504	99.934	5	1508	1	1501	0.0	Mycobacterium abscessus
Coemansia_javaensis_NBRC_105414	NBRC_105414_metscf_312/3270-4782	NR_104876	1507	99.403	8	1513	1	1479	0.0	Mycobacterium immunogenum
Coemansia_javaensis_NBRC_105414	NBRC_105414_metscf_312/3270-4782	NR_043236	1480	99.932	5	1484	2	1477	0.0	Mycobacterium abscessus subsp. bolletii
Coemansia_javaensis_NBRC_105414	NBRC_105414_metscf_312/3270-4782	NR_043002	1480	99.932	5	1484	2	1477	0.0	Mycobacterium abscessus subsp. massiliense
Coemansia_javaensis_NBRC_105414	NBRC_105414_metscf_312/3270-4782	NR_042917	1480	99.932	5	1484	2	1477	0.0	Mycobacterium abscessus
Rhizopus_oryzae_NRRL_62023	NRRL_62023_metscf_3691/281-1807	NR_102769	1524	99.475	4	1526	1	1499	0.0	Burkholderia rhizoxinica HKI 454
Rhizopus_oryzae_NRRL_62023	NRRL_62023_metscf_3691/281-1807	NR_042393	1525	99.344	5	1526	1	1493	0.0	Burkholderia rhizoxinica HKI 454
Rhizopus_oryzae_NRRL_62023	NRRL_62023_metscf_3691/281-1807	NR_042584	1525	98.885	5	1527	1	1473	0.0	Burkholderia endofungorum
Rhizopus_oryzae_NRRL_62023	NRRL_62023_metscf_3691/281-1807	NR_074312	1527	97.446	2	1527	1	1409	0.0	Burkholderia thailandensis E264
Rhizopus_oryzae_NRRL_62023	NRRL_62023_metscf_3691/281-1807	NR_074299	1526	97.182	2	1527	1	1397	0.0	Burkholderia mallei
Rhizopus_microsporus_NRRL_5558	NRRL_5558_metscf_546/246-1772	NR_102769	1524	99.803	4	1526	1	1514	0.0	Burkholderia rhizoxinica HKI 454
Rhizopus_microsporus_NRRL_5558	NRRL_5558_metscf_546/246-1772	NR_042393	1525	99.672	5	1526	1	1508	0.0	Burkholderia rhizoxinica HKI 454
Rhizopus_microsporus_NRRL_5558	NRRL_5558_metscf_546/246-1772	NR_042584	1525	99.082	5	1527	1	1482	0.0	Burkholderia endofungorum
Rhizopus_microsporus_NRRL_5558	NRRL_5558_metscf_546/246-1772	NR_074312	1527	97.577	2	1527	1	1415	0.0	Burkholderia thailandensis E264
Rhizopus_microsporus_NRRL_5558	NRRL_5558_metscf_546/246-1772	NR_074299	1526	97.313	2	1527	1	1403	0.0	Burkholderia mallei
Chaetocladium_brefeldii_NRRL_1350	NRRL_1350_metscf_1991/3557-5097	NR_041577	1536	99.349	2	1537	1537	1506	0.0	Stenotrophomonas maltophilia
Chaetocladium_brefeldii_NRRL_1350	NRRL_1350_metscf_1991/3557-5097	NR_024709	1519	99.078	8	1526	1519	1484	0.0	Pseudomonas hibiscicola
Chaetocladium_brefeldii_NRRL_1350	NRRL_1350_metscf_1991/3557-5097	NR_118008	1497	99.599	22	1518	1497	1480	0.0	Stenotrophomonas pavanii
Chaetocladium_brefeldii_NRRL_1350	NRRL_1350_metscf_1991/3557-5097	NR_024708	1497	99.198	30	1526	1497	1473	0.0	[Pseudomonas] geniculata ATCC 19374 = JCM 13324
Chaetocladium_brefeldii_NRRL_1350	NRRL_1350_metscf_1991/3557-5097	NR_119220	1500	99.333	19	1518	1500	1471	0.0	Stenotrophomonas maltophilia
Apophysomyces_sp._BC1034	BC1034_metscf_1069/271-1797	NR_102769	1525	98.033	4	1526	1	1433	0.0	Burkholderia rhizoxinica HKI 454
Apophysomyces_sp._BC1034	BC1034_metscf_1069/271-1797	NR_042584	1526	97.903	5	1527	1	1428	0.0	Burkholderia endofungorum
Apophysomyces_sp._BC1034	BC1034_metscf_1069/271-1797	NR_042393	1526	97.903	5	1526	1	1427	0.0	Burkholderia rhizoxinica HKI 454
Apophysomyces_sp._BC1034	BC1034_metscf_1069/271-1797	NR_074312	1528	97.120	2	1527	1	1394	0.0	Burkholderia thailandensis E264
Apophysomyces_sp._BC1034	BC1034_metscf_1069/271-1797	NR_074299	1527	96.791	2	1527	1	1379	0.0	Burkholderia mallei
Actinomucor_elegans_NRRL_1706	NRRL_1706_metscf_779/3557-5097	NR_041577	1536	99.349	2	1537	1537	1506	0.0	Stenotrophomonas maltophilia
Actinomucor_elegans_NRRL_1706	NRRL_1706_metscf_779/3557-5097	NR_024709	1519	99.078	8	1526	1519	1484	0.0	Pseudomonas hibiscicola
Actinomucor_elegans_NRRL_1706	NRRL_1706_metscf_779/3557-5097	NR_118008	1497	99.599	22	1518	1497	1480	0.0	Stenotrophomonas pavanii
Actinomucor_elegans_NRRL_1706	NRRL_1706_metscf_779/3557-5097	NR_024708	1497	99.198	30	1526	1497	1473	0.0	[Pseudomonas] geniculata ATCC 19374 = JCM 13324
Actinomucor_elegans_NRRL_1706	NRRL_1706_metscf_779/3557-5097	NR_119220	1500	99.333	19	1518	1500	1471	0.0	Stenotrophomonas maltophilia
Actinomucor_elegans_NRRL_1706	NRRL_1706_plascf_1_covcut_54/4081-5621	NR_041577	1536	99.349	2	1537	1537	1506	0.0	Stenotrophomonas maltophilia
Actinomucor_elegans_NRRL_1706	NRRL_1706_plascf_1_covcut_54/4081-5621	NR_024709	1519	99.078	8	1526	1519	1484	0.0	Pseudomonas hibiscicola
Actinomucor_elegans_NRRL_1706	NRRL_1706_plascf_1_covcut_54/4081-5621	NR_118008	1497	99.599	22	1518	1497	1480	0.0	Stenotrophomonas pavanii
Actinomucor_elegans_NRRL_1706	NRRL_1706_plascf_1_covcut_54/4081-5621	NR_024708	1497	99.198	30	1526	1497	1473	0.0	[Pseudomonas] geniculata ATCC 19374 = JCM 13324
Actinomucor_elegans_NRRL_1706	NRRL_1706_plascf_1_covcut_54/4081-5621	NR_119220	1500	99.333	19	1518	1500	1471	0.0	Stenotrophomonas maltophilia
