CK1249_metscf_92	MH859709	326	80.982	19792	20097	323	128	8.72e-60	Mortierella globalpina
CK1249_metscf_5805	GU214688	97	96.907	1	97	5018	88	2.25e-40	Epicoleosporium ramularioides
CK1249_metscf_5805	KF737866	97	96.907	1	97	5360	88	2.25e-40	Pseudozyma sp. GHG001
CK1249_metscf_5820	JQ612155	96	94.792	1	96	5222	81	1.73e-36	Candida tunisiensis
CK1249_metscf_5820	KT336720	96	94.792	1	96	4861	80	6.23e-36	Candida ranongensis
CK1249_metscf_5820	KT336722	96	94.792	1	96	4773	80	6.23e-36	Candida sp. NRRL Y-27665
CK1249_metscf_5820	KF647736	93	94.624	1	93	4578	78	8.06e-35	Metschnikowia dekortorum
CK1249_metscf_5820	KT336719	96	93.750	1	96	4815	77	2.90e-34	Candida neorugosa
CK1249_metscf_5820	FJ422506	96	93.750	1	96	5338	77	2.90e-34	Eremothecium sinecaudum
CK1249_metscf_5820	KT276332	93	94.624	1	93	5063	77	2.90e-34	Spathaspora sp. UFMG-CM-Y306
CK1249_metscf_5820	EU143316	94	93.617	1	93	4583	75	3.75e-33	Metschnikowia cubensis
CK1249_metscf_5820	DQ641238	94	93.617	1	93	4587	75	3.75e-33	Metschnikowia continentalis
CK1249_metscf_5820	AY198400	96	92.708	1	96	5454	74	1.35e-32	Nakaseomyces delphensis
