Species	Query Contig	Hit Accession	AlnLen	PercentIDMatch	QStart	QEnd	HStart	HEnd	Evalue	Hit Taxon
Mucor_globosus_Fischer_NRRL_1759	NRRL_1759_metscf_19538	NG_064874	240	99.167	1	240	568	234	3.23e-122	Saccharomyces kudriavzevii;Saccharomyces mikatae
Mucor_globosus_Fischer_NRRL_1759	NRRL_1759_metscf_25337	NG_065589	111	99.099	1	111	729	108	1.48e-52	Mucor brunneogriseus
Mucor_globosus_Fischer_NRRL_1759	NRRL_1759_metscf_25337	NG_065588	111	99.099	1	111	728	108	1.48e-52	Mucor circinelloides
Mucor_globosus_Fischer_NRRL_1759	NRRL_1759_metscf_25337	NG_065498	111	99.099	1	111	743	108	1.48e-52	Mucor racemosus
Mucor_globosus_Fischer_NRRL_1759	NRRL_1759_metscf_25337	NG_065592	111	98.198	1	111	716	105	6.91e-51	Mucor circinelloides f. janssenii
Mucor_globosus_Fischer_NRRL_1759	NRRL_1759_metscf_25337	NG_065591	111	98.198	1	111	717	105	6.91e-51	Mucor circinelloides f. griseocyanus
Mucor_globosus_Fischer_NRRL_1759	NRRL_1759_metscf_25343	NG_065589	111	100.000	1	111	619	111	3.19e-54	Mucor brunneogriseus
Mucor_globosus_Fischer_NRRL_1759	NRRL_1759_metscf_25343	NG_065592	111	99.099	1	111	606	108	1.48e-52	Mucor circinelloides f. janssenii
Mucor_globosus_Fischer_NRRL_1759	NRRL_1759_metscf_25343	NG_065588	111	98.198	1	111	618	105	6.91e-51	Mucor circinelloides
Mucor_globosus_Fischer_NRRL_1759	NRRL_1759_metscf_25343	NG_065498	111	98.198	1	111	633	105	6.91e-51	Mucor racemosus
Mucor_globosus_Fischer_NRRL_1759	NRRL_1759_metscf_25343	NG_065591	111	97.297	1	111	607	102	3.21e-49	Mucor circinelloides f. griseocyanus
Coemansia_sp._RSA_2704	RSA_2704_metscf_1926	NG_065602	320	89.375	442	760	582	217	3.08e-112	Coemansia sp. JLT-2013c
Coemansia_sp._RSA_2704	RSA_2704_metscf_1926	NG_070865	315	89.524	448	760	624	214	1.43e-110	Myconymphaea yatsukahoi
Coemansia_sp._RSA_2704	RSA_2704_metscf_1926	NG_065601	337	87.834	427	760	604	212	1.85e-109	Coemansia sp. JLT-2013a
Coemansia_sp._RSA_2704	RSA_2704_metscf_1926	NG_070867	316	89.241	448	760	619	211	6.66e-109	Pinnaticoemansia coronantispora
Coemansia_sp._RSA_2704	RSA_2704_metscf_1926	NG_063383	311	88.746	453	760	580	203	1.87e-104	Kuraishia piskuri
Coemansia_sp._RSA_2704	RSA_2704_metscf_1951	NG_070867	364	87.637	100	455	359	222	4.95e-115	Pinnaticoemansia coronantispora
Coemansia_sp._RSA_2704	RSA_2704_metscf_1951	NG_070865	366	85.792	100	452	364	202	6.49e-104	Myconymphaea yatsukahoi
Coemansia_sp._RSA_2704	RSA_2704_metscf_1951	NG_065156	381	84.777	101	469	375	198	1.09e-101	Saccharomycopsis fibuligera
Coemansia_sp._RSA_2704	RSA_2704_metscf_1951	NG_063233	380	83.947	101	469	376	189	1.09e-96	Pachysolen tannophilus
Coemansia_sp._RSA_2704	RSA_2704_metscf_1951	NG_063446	378	83.862	101	464	374	187	1.42e-95	Citeromyces matritensis
Coemansia_sp._RSA_2704	RSA_2704_metscf_2030	NG_070865	657	84.932	1	637	1162	346	0.0	Myconymphaea yatsukahoi
Coemansia_sp._RSA_2704	RSA_2704_metscf_2030	NG_065601	557	86.894	1	540	1148	329	1.48e-174	Coemansia sp. JLT-2013a
Coemansia_sp._RSA_2704	RSA_2704_metscf_2030	NG_065604	552	86.957	1	538	1167	329	1.48e-174	Coemansia sp. JLT-2013d
Coemansia_sp._RSA_2704	RSA_2704_metscf_2030	NG_070866	633	84.360	1	623	1642	326	6.86e-173	Mycoemilia scoparia
Coemansia_sp._RSA_2704	RSA_2704_metscf_2030	NG_061005	628	83.599	1	619	1141	309	1.94e-163	Spiromyces minutus
Coemansia_sp._RSA_2704	RSA_2704_metscf_3935	NG_065602	207	92.754	1	204	956	159	1.34e-80	Coemansia sp. JLT-2013c
Coemansia_sp._RSA_2704	RSA_2704_metscf_3935	NG_065601	201	91.542	6	204	1003	148	1.74e-74	Coemansia sp. JLT-2013a
Coemansia_sp._RSA_2704	RSA_2704_metscf_3935	NG_070865	209	88.995	1	204	1010	136	8.17e-68	Myconymphaea yatsukahoi
Coemansia_sp._RSA_2704	RSA_2704_metscf_3935	NG_070867	212	88.679	1	204	1005	135	2.94e-67	Pinnaticoemansia coronantispora
Coemansia_sp._RSA_2704	RSA_2704_metscf_3935	NG_065604	133	98.496	72	204	1090	126	2.96e-62	Coemansia sp. JLT-2013d
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_plascf_1_covcut_434	NG_065588	1747	99.943	2371	4117	1	1744	0.0	Mucor circinelloides
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_plascf_1_covcut_434	NG_065498	1760	99.318	2356	4114	1	1723	0.0	Mucor racemosus
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_plascf_1_covcut_434	NG_065592	1733	99.711	2383	4115	1	1718	0.0	Mucor circinelloides f. janssenii
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_plascf_1_covcut_434	NG_065589	1753	99.201	2371	4122	1	1710	0.0	Mucor brunneogriseus
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_plascf_1_covcut_434	NG_065591	1728	99.306	2383	4108	1	1691	0.0	Mucor circinelloides f. griseocyanus
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_23	NG_065592	206	90.777	74629	74830	1550	157	7.96e-77	Mucor circinelloides f. janssenii
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_23	NG_065588	206	90.777	74629	74830	1562	157	7.96e-77	Mucor circinelloides
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_23	NG_062621	206	90.291	74629	74830	1570	154	3.70e-75	Rhizopus oryzae
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_23	NG_065587	206	89.806	74629	74830	1562	151	1.72e-73	Mucor lanceolatus
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_23	NG_065590	206	89.806	74629	74830	1546	151	1.72e-73	Mucor circinelloides f. lusitanicus
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_237	NG_063235	100	93.000	3926	4024	102	78	3.16e-33	Poitrasia circinans
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_237	NG_065486	111	90.090	3933	4042	114	77	1.14e-32	Sporobolomyces foliicola
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_237	NG_063386	111	90.090	3933	4042	114	77	1.14e-32	Fellomyces penicillatus
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_237	NG_063520	110	90.000	3933	4041	110	76	4.09e-32	Sporobolomyces yunnanensis
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_237	NG_062025	101	92.079	3933	4032	102	76	4.09e-32	Trichosporon dermatis
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_425	NG_065592	281	89.680	23918	24179	359	183	9.11e-92	Mucor circinelloides f. janssenii
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_425	NG_065592	129	89.147	18650	18778	140	85	2.74e-37	Mucor circinelloides f. janssenii
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_425	NG_065590	300	88.333	23918	24198	356	183	9.11e-92	Mucor circinelloides f. lusitanicus
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_425	NG_065590	129	89.922	18650	18778	137	88	5.88e-39	Mucor circinelloides f. lusitanicus
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_425	NG_065588	300	88.333	23918	24198	371	183	9.11e-92	Mucor circinelloides
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_425	NG_065588	129	89.922	18650	18778	152	88	5.88e-39	Mucor circinelloides
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_425	NG_065591	301	88.040	23918	24198	360	181	1.18e-90	Mucor circinelloides f. griseocyanus
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_425	NG_065591	129	89.922	18650	18778	140	88	5.88e-39	Mucor circinelloides f. griseocyanus
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_425	NG_065660	281	89.324	23918	24179	369	180	4.24e-90	Mucor stercorarius
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_425	NG_065660	129	89.147	18650	18778	150	85	2.74e-37	Mucor stercorarius
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_843	NG_065588	142	89.437	12110	12250	10	94	1.20e-42	Mucor circinelloides
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_843	NG_065588	129	89.147	1	129	48	85	1.21e-37	Mucor circinelloides
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_843	NG_065591	136	89.706	12115	12250	4	91	5.60e-41	Mucor circinelloides f. griseocyanus
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_843	NG_065591	129	89.147	1	129	36	85	1.21e-37	Mucor circinelloides f. griseocyanus
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_843	NG_065590	136	89.706	12115	12250	1	91	5.60e-41	Mucor circinelloides f. lusitanicus
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_843	NG_065590	129	89.147	1	129	33	85	1.21e-37	Mucor circinelloides f. lusitanicus
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_843	NG_065660	142	88.732	12110	12250	9	90	2.02e-40	Mucor stercorarius
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_843	NG_065660	129	88.372	1	129	47	81	2.03e-35	Mucor stercorarius
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_843	NG_065581	142	88.732	12110	12250	24	90	2.02e-40	Mucor genevensis
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_843	NG_065581	129	88.372	1	129	62	81	2.03e-35	Mucor genevensis
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_919	NG_065588	1747	99.943	6416	8162	1747	1744	0.0	Mucor circinelloides
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_919	NG_065498	1760	99.318	6419	8177	1760	1723	0.0	Mucor racemosus
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_919	NG_065592	1733	99.711	6418	8150	1733	1718	0.0	Mucor circinelloides f. janssenii
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_919	NG_065589	1753	99.201	6411	8162	1753	1710	0.0	Mucor brunneogriseus
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_919	NG_065591	1728	99.306	6425	8150	1728	1691	0.0	Mucor circinelloides f. griseocyanus
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_980	NG_065591	118	94.915	7538	7655	63	99	1.25e-45	Mucor circinelloides f. griseocyanus
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_980	NG_065590	118	94.915	7538	7655	60	99	1.25e-45	Mucor circinelloides f. lusitanicus
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_980	NG_065588	118	94.915	7538	7655	75	99	1.25e-45	Mucor circinelloides
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_980	NG_065592	118	94.068	7538	7655	63	96	5.81e-44	Mucor circinelloides f. janssenii
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_980	NG_065589	118	94.068	7538	7655	75	96	5.81e-44	Mucor brunneogriseus
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_1772	NG_065587	95	92.632	335	425	100	72	2.30e-31	Mucor lanceolatus
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_1772	NG_065589	95	92.632	335	425	100	72	2.30e-31	Mucor brunneogriseus
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_1772	NG_065588	95	92.632	335	425	100	72	2.30e-31	Mucor circinelloides
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_1772	NG_065498	95	92.632	335	425	115	72	2.30e-31	Mucor racemosus
Actinomucor_sp._NRRL_A-23671	NRRL_A-23671_metscf_1772	NG_065560	95	92.632	335	425	114	71	8.28e-31	Helicostylum cordense
Rhizopus_stolonifer_NRRL_66456	NRRL_66456_metscf_1028	NG_065498	123	87.805	3680	3800	115	76	1.05e-32	Mucor racemosus
Rhizopus_stolonifer_NRRL_66456	NRRL_66456_metscf_1028	NG_065589	124	87.097	3680	3800	100	74	1.36e-31	Mucor brunneogriseus
Rhizopus_stolonifer_NRRL_66456	NRRL_66456_metscf_2693	NG_062623	1770	98.079	74	1835	1761	1659	0.0	Rhizopus americanus
Rhizopus_stolonifer_NRRL_66456	NRRL_66456_metscf_2693	NG_062620	1766	98.018	74	1835	1757	1654	0.0	Rhizopus sexualis var. sexualis
Rhizopus_stolonifer_NRRL_66456	NRRL_66456_metscf_2693	NG_062621	1762	97.616	74	1835	1757	1633	0.0	Rhizopus oryzae
Rhizopus_stolonifer_NRRL_66456	NRRL_66456_metscf_2693	NG_062622	1763	95.973	74	1835	1757	1546	0.0	Rhizopus caespitosus
Rhizopus_stolonifer_NRRL_66456	NRRL_66456_metscf_2693	NG_064824	1763	95.859	74	1835	1757	1540	0.0	Rhizopus schipperae
Mortierella_elongata_NVP5	NVP5_metscf_363	NG_070270	437	92.906	10262	10696	483	343	0.0	Mortierella schmuckeri
Mortierella_elongata_NVP5	NVP5_metscf_363	NG_070268	437	92.906	10262	10696	483	343	0.0	Mortierella zychae
Mortierella_elongata_NVP5	NVP5_metscf_363	NG_070267	437	92.906	10262	10696	483	343	0.0	Mortierella acrotona
Mortierella_elongata_NVP5	NVP5_metscf_363	NG_070254	437	92.906	10262	10696	483	343	0.0	Mortierella sclerotiella
Mortierella_elongata_NVP5	NVP5_metscf_363	NG_070256	437	92.906	10262	10696	483	343	0.0	Mortierella sarnyensis
Mortierella_elongata_NVP5	NVP5_metscf_2227	NG_070287	1714	98.891	3602	5314	1713	1656	0.0	Mortierella sp. WA18944
Mortierella_elongata_NVP5	NVP5_metscf_2227	NG_070687	1769	94.064	3562	5321	1769	1449	0.0	Endogone lactiflua
Mortierella_elongata_NVP5	NVP5_metscf_2227	NG_070795	1694	94.392	3636	5321	1693	1404	0.0	N/A
Mortierella_elongata_NVP5	NVP5_metscf_2227	NG_017168	1793	92.025	3562	5338	1783	1351	0.0	Polychytrium aggregatum
Mortierella_elongata_NVP5	NVP5_metscf_2227	NG_070694	1641	94.028	3654	5285	1646	1342	0.0	N/A
Circinella_angarensis_NRRL_2628	NRRL_2628_metscf_723	NG_070849	1751	96.402	853	2598	1	1554	0.0	Zychaea mexicana
Circinella_angarensis_NRRL_2628	NRRL_2628_metscf_723	NG_062858	1141	99.474	853	1992	1	1123	0.0	Circinella chinensis
Circinella_angarensis_NRRL_2628	NRRL_2628_metscf_723	NG_063234	1699	87.816	835	2508	1	1056	0.0	Lichtheimia blakesleeana
Circinella_angarensis_NRRL_2628	NRRL_2628_metscf_723	NG_061143	1153	94.536	853	1992	1	956	0.0	Thamnostylum piriforme
Circinella_angarensis_NRRL_2628	NRRL_2628_metscf_723	NG_070860	1146	94.503	853	1992	1	951	0.0	Fennellomyces linderi
Rhizopus_chinensis_Saito_NRRL_2905	NRRL_2905_plascf_2_covcut_0	NG_062618	1757	100.000	4442	6198	1757	1757	0.0	Rhizopus microsporus var. chinensis;Rhizopus azygosporus
Rhizopus_chinensis_Saito_NRRL_2905	NRRL_2905_plascf_2_covcut_0	NG_064824	1757	99.659	4442	6198	1757	1739	0.0	Rhizopus schipperae
Rhizopus_chinensis_Saito_NRRL_2905	NRRL_2905_plascf_2_covcut_0	NG_062622	1757	99.374	4442	6198	1757	1724	0.0	Rhizopus caespitosus
Rhizopus_chinensis_Saito_NRRL_2905	NRRL_2905_plascf_2_covcut_0	NG_062624	1757	99.146	4442	6198	1756	1711	0.0	Rhizopus homothallicus
Rhizopus_chinensis_Saito_NRRL_2905	NRRL_2905_plascf_2_covcut_0	NG_062621	1757	97.610	4442	6198	1757	1631	0.0	Rhizopus oryzae
Rhizopus_chinensis_Saito_NRRL_2905	NRRL_2905_metscf_1415	NG_062618	1757	100.000	4403	6159	1757	1757	0.0	Rhizopus microsporus var. chinensis;Rhizopus azygosporus
Rhizopus_chinensis_Saito_NRRL_2905	NRRL_2905_metscf_1415	NG_064824	1757	99.659	4403	6159	1757	1739	0.0	Rhizopus schipperae
Rhizopus_chinensis_Saito_NRRL_2905	NRRL_2905_metscf_1415	NG_062622	1757	99.374	4403	6159	1757	1724	0.0	Rhizopus caespitosus
Rhizopus_chinensis_Saito_NRRL_2905	NRRL_2905_metscf_1415	NG_062624	1757	99.146	4403	6159	1756	1711	0.0	Rhizopus homothallicus
Rhizopus_chinensis_Saito_NRRL_2905	NRRL_2905_metscf_1415	NG_062621	1757	97.610	4403	6159	1757	1631	0.0	Rhizopus oryzae
Rhizopus_chinensis_Saito_NRRL_2905	NRRL_2905_metscf_12237	NG_062618	237	94.937	1	237	933	201	7.05e-104	Rhizopus microsporus var. chinensis;Rhizopus azygosporus
Rhizopus_chinensis_Saito_NRRL_2905	NRRL_2905_metscf_12237	NG_062624	237	94.515	1	237	932	198	3.28e-102	Rhizopus homothallicus
Rhizopus_chinensis_Saito_NRRL_2905	NRRL_2905_metscf_12237	NG_064824	237	94.515	1	237	933	198	3.28e-102	Rhizopus schipperae
Rhizopus_chinensis_Saito_NRRL_2905	NRRL_2905_metscf_12237	NG_062622	237	94.093	1	237	933	195	1.53e-100	Rhizopus caespitosus
Rhizopus_chinensis_Saito_NRRL_2905	NRRL_2905_metscf_12237	NG_062621	237	94.093	1	237	933	195	1.53e-100	Rhizopus oryzae
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_plascf_1_covcut_257	NG_065588	1747	99.943	6535	8281	1747	1744	0.0	Mucor circinelloides
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_plascf_1_covcut_257	NG_065498	1760	99.318	6538	8296	1760	1723	0.0	Mucor racemosus
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_plascf_1_covcut_257	NG_065592	1733	99.711	6537	8269	1733	1718	0.0	Mucor circinelloides f. janssenii
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_plascf_1_covcut_257	NG_065589	1753	99.201	6530	8281	1753	1710	0.0	Mucor brunneogriseus
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_plascf_1_covcut_257	NG_065591	1728	99.306	6544	8269	1728	1691	0.0	Mucor circinelloides f. griseocyanus
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_66	NG_065587	101	98.020	7744	7844	3	94	1.83e-42	Mucor lanceolatus
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_66	NG_065589	101	98.020	7744	7844	3	94	1.83e-42	Mucor brunneogriseus
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_66	NG_065588	101	98.020	7744	7844	3	94	1.83e-42	Mucor circinelloides
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_66	NG_065498	101	98.020	7744	7844	18	94	1.83e-42	Mucor racemosus
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_66	NG_062759	102	97.059	7744	7844	18	91	8.51e-41	Pilaira moreaui var. caucasica
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_298	NG_063235	100	93.000	11328	11426	3	78	1.01e-33	Poitrasia circinans
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_298	NG_065486	111	90.090	11310	11419	4	77	3.62e-33	Sporobolomyces foliicola
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_298	NG_063386	111	90.090	11310	11419	4	77	3.62e-33	Fellomyces penicillatus
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_298	NG_063520	110	90.000	11311	11419	1	76	1.30e-32	Sporobolomyces yunnanensis
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_298	NG_062025	101	92.079	11320	11419	2	76	1.30e-32	Trichosporon dermatis
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_511	NG_065592	129	89.922	10729	10857	160	88	2.31e-39	Mucor circinelloides f. janssenii
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_511	NG_065591	129	89.147	10729	10857	160	85	1.07e-37	Mucor circinelloides f. griseocyanus
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_511	NG_065590	129	89.147	10729	10857	157	85	1.07e-37	Mucor circinelloides f. lusitanicus
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_511	NG_065588	129	89.147	10729	10857	172	85	1.07e-37	Mucor circinelloides
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_511	NG_065660	129	88.372	10729	10857	170	81	1.80e-35	Mucor stercorarius
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_694	NG_065588	1747	99.943	6145	7891	1747	1744	0.0	Mucor circinelloides
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_694	NG_065498	1760	99.318	6148	7906	1760	1723	0.0	Mucor racemosus
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_694	NG_065592	1733	99.711	6147	7879	1733	1718	0.0	Mucor circinelloides f. janssenii
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_694	NG_065589	1753	99.201	6140	7891	1753	1710	0.0	Mucor brunneogriseus
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_694	NG_065591	1728	99.306	6154	7879	1728	1691	0.0	Mucor circinelloides f. griseocyanus
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_1934	NG_063235	100	95.000	5190	5289	102	85	5.68e-38	Poitrasia circinans
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_1934	NG_062025	101	93.069	5197	5297	102	80	3.42e-35	Trichosporon dermatis
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_1934	NG_063520	105	91.429	5197	5301	110	78	4.43e-34	Sporobolomyces yunnanensis
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_1934	NG_065486	111	90.090	5197	5307	114	78	4.43e-34	Sporobolomyces foliicola
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_1934	NG_063386	111	90.090	5197	5307	114	78	4.43e-34	Fellomyces penicillatus
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_6417	NG_065592	108	97.222	1480	1587	1452	99	3.50e-46	Mucor circinelloides f. janssenii
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_6417	NG_065588	108	97.222	1480	1587	1464	99	3.50e-46	Mucor circinelloides
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_6417	NG_062386	108	97.222	1480	1587	1489	99	3.50e-46	Backusella variabilis
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_6417	NG_065581	108	97.222	1480	1587	1478	99	3.50e-46	Mucor genevensis
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_6417	NG_062623	108	97.222	1480	1587	1475	99	3.50e-46	Rhizopus americanus
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_6450	NG_065592	206	96.117	1405	1610	1550	182	2.53e-92	Mucor circinelloides f. janssenii
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_6450	NG_065590	206	96.117	1405	1610	1546	182	2.53e-92	Mucor circinelloides f. lusitanicus
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_6450	NG_065588	206	96.117	1405	1610	1562	182	2.53e-92	Mucor circinelloides
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_6450	NG_065591	206	95.146	1405	1610	1552	176	5.47e-89	Mucor circinelloides f. griseocyanus
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_6450	NG_062621	206	95.146	1405	1610	1570	176	5.47e-89	Rhizopus oryzae
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_7359	NG_065660	154	96.104	1710	1863	369	136	8.15e-67	Mucor stercorarius
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_7359	NG_065592	154	96.104	1710	1863	359	136	8.15e-67	Mucor circinelloides f. janssenii
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_7359	NG_065591	154	96.104	1710	1863	360	136	8.15e-67	Mucor circinelloides f. griseocyanus
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_7359	NG_065590	154	96.104	1710	1863	356	136	8.15e-67	Mucor circinelloides f. lusitanicus
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_7359	NG_065589	154	96.104	1710	1863	372	136	8.15e-67	Mucor brunneogriseus
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_10158	NG_070280	85	98.824	1	85	262	82	5.81e-37	Ramicandelaber taiwanensis
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_10158	NG_070172	85	97.647	1	85	267	79	2.70e-35	N/A
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_10158	NG_070171	85	97.647	1	85	267	79	2.70e-35	N/A
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_10158	NG_070170	85	97.647	1	85	268	79	2.70e-35	N/A
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_10158	NG_070169	85	97.647	1	85	270	79	2.70e-35	N/A
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_13380	NG_065587	95	92.632	678	768	6	72	1.34e-31	Mucor lanceolatus
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_13380	NG_065589	95	92.632	678	768	6	72	1.34e-31	Mucor brunneogriseus
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_13380	NG_065588	95	92.632	678	768	6	72	1.34e-31	Mucor circinelloides
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_13380	NG_065498	95	92.632	678	768	21	72	1.34e-31	Mucor racemosus
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_13380	NG_065560	95	92.632	678	768	21	71	4.82e-31	Helicostylum cordense
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_22294	NG_065592	112	96.429	100	211	81	99	3.12e-47	Mucor circinelloides f. janssenii
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_22294	NG_065590	131	92.366	81	211	61	99	3.12e-47	Mucor circinelloides f. lusitanicus
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_22294	NG_065588	131	92.366	81	211	76	99	3.12e-47	Mucor circinelloides
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_22294	NG_065660	112	95.536	100	211	91	96	1.45e-45	Mucor stercorarius
Mucor_circinelloides_NRRL_A-25893	NRRL_A-25893_metscf_22294	NG_065591	132	91.667	81	211	64	96	1.45e-45	Mucor circinelloides f. griseocyanus
Mortierella_gamsii_AD045	AD045_metscf_1671	NG_070287	1714	98.833	3602	5314	1713	1653	0.0	Mortierella sp. WA18944
Mortierella_gamsii_AD045	AD045_metscf_1671	NG_070687	1769	94.008	3562	5321	1769	1446	0.0	Endogone lactiflua
Mortierella_gamsii_AD045	AD045_metscf_1671	NG_070795	1650	95.091	3679	5321	1650	1403	0.0	N/A
